"","lambda","value","pH"
"939",NA,NA,7.4
"940",NA,NA,7.4
"941",NA,NA,7.4
"942",NA,NA,7.4
"943",NA,NA,7.4
"944",NA,NA,7.4
"945",NA,NA,7.4
"946",NA,NA,7.4
"947",NA,NA,7.4
"948",NA,NA,7.4
"949",NA,NA,7.4
"950",NA,NA,7.4
"951",NA,NA,7.4
"952",NA,NA,7.4
"953",NA,NA,7.4
"954",NA,NA,7.4
"955",NA,NA,7.4
"956",NA,NA,7.4
"957",NA,NA,7.4
"958",NA,NA,7.4
"959",NA,NA,7.4
"960",NA,NA,7.4
"961",NA,NA,7.4
"962",NA,NA,7.4
"963",NA,NA,7.4
"964",NA,NA,7.4
"965",NA,NA,7.4
"966",NA,NA,7.4
"967",NA,NA,7.4
"968",NA,NA,7.4
"969",NA,NA,7.4
"970",NA,NA,7.4
"971",NA,NA,7.4
"972",NA,NA,7.4
"973",NA,NA,7.4
"974",NA,NA,7.4
"975",NA,NA,7.4
"976",NA,NA,7.4
"977",NA,NA,7.4
"978",NA,NA,7.4
"979",NA,NA,7.4
"980",NA,NA,7.4
"981",NA,NA,7.4
"982",NA,NA,7.4
"983",NA,NA,7.4
"984",NA,NA,7.4
"985",NA,NA,7.4
"986",NA,NA,7.4
"987",NA,NA,7.4
"988",NA,NA,7.4
"989",NA,NA,7.4
"990",NA,NA,7.4
"991",NA,NA,7.4
"992",NA,NA,7.4
"993",NA,NA,7.4
"994",NA,NA,7.4
"995",NA,NA,7.4
"996",NA,NA,7.4
"997",NA,NA,7.4
"998",NA,NA,7.4
"999",NA,NA,7.4
"1000",NA,NA,7.4
"1001",NA,NA,7.4
"1002",NA,NA,7.4
"1003",NA,NA,7.4
"1004",NA,NA,7.4
"1005",NA,NA,7.4
"1006",NA,NA,7.4
"1007",NA,NA,7.4
"1008",NA,NA,7.4
"1009",NA,NA,7.4
"1010",NA,NA,7.4
"1011",NA,NA,7.4
"1012",NA,NA,7.4
"1013",NA,NA,7.4
"1014",NA,NA,7.4
"1015",NA,NA,7.4
"1016",NA,NA,7.4
"1017",NA,NA,7.4
"1018",NA,NA,7.4
"1019",NA,NA,7.4
"1020",NA,NA,7.4
"1021",NA,NA,7.4
"1022",NA,NA,7.4
"1023",NA,NA,7.4
"1024",NA,NA,7.4
"1025",NA,NA,7.4
"1026",NA,NA,7.4
"1027",NA,NA,7.4
"1028",NA,NA,7.4
"1029",NA,NA,7.4
"1030",NA,NA,7.4
"1031",NA,NA,7.4
"1032",NA,NA,7.4
"1033",NA,NA,7.4
"1034",NA,NA,7.4
"1035",NA,NA,7.4
"1036",NA,NA,7.4
"1037",NA,NA,7.4
"1038",NA,NA,7.4
"1039",NA,NA,7.4
"1040",NA,NA,7.4
"1041",NA,NA,7.4
"1042",NA,NA,7.4
"1043",NA,NA,7.4
"1044",NA,NA,7.4
"1045",NA,NA,7.4
"1046",NA,NA,7.4
"1047",NA,NA,7.4
"1048",NA,NA,7.4
"1049",NA,NA,7.4
"1050",NA,NA,7.4
"1051",NA,NA,7.4
"1052",NA,NA,7.4
"1053",NA,NA,7.4
"1054",NA,NA,7.4
"1055",NA,NA,7.4
"1056",NA,NA,7.4
"1057",NA,NA,7.4
"1058",NA,NA,7.4
"1059",NA,NA,7.4
"1060",NA,NA,7.4
"1061",NA,NA,7.4
"1062",NA,NA,7.4
"1063",NA,NA,7.4
"1064",NA,NA,7.4
"1065",NA,NA,7.4
"1066",NA,NA,7.4
"1067",NA,NA,7.4
"1068",NA,NA,7.4
"1069",NA,NA,7.4
"1070",NA,NA,7.4
"1071",NA,NA,7.4
"1072",NA,NA,7.4
"1073",NA,NA,7.4
"1074",NA,NA,7.4
"1075",NA,NA,7.4
"1076",NA,NA,7.4
"1077",NA,NA,7.4
"1078",NA,NA,7.4
"1079",NA,NA,7.4
"1080",NA,NA,7.4
"1081",NA,NA,7.4
"1082",NA,NA,7.4
"1083",NA,NA,7.4
"1084",NA,NA,7.4
"1085",NA,NA,7.4
"1086",NA,NA,7.4
"1087",NA,NA,7.4
"1088",NA,NA,7.4
"1089",NA,NA,7.4
"1090",NA,NA,7.4
"1091",NA,NA,7.4
"1092",NA,NA,7.4
"1093",NA,NA,7.4
"1094",NA,NA,7.4
"1095",NA,NA,7.4
"1096",NA,NA,7.4
"1097",NA,NA,7.4
"1098",NA,NA,7.4
"1099",NA,NA,7.4
"1100",NA,NA,7.4
"1101",NA,NA,7.4
"1102",NA,NA,7.4
"1103",NA,NA,7.4
"1104",NA,NA,7.4
"1105",NA,NA,7.4
"1106",NA,NA,7.4
"1107",NA,NA,7.4
"1108",NA,NA,7.4
"1109",NA,NA,7.4
"1110",NA,NA,7.4
"1111",NA,NA,7.4
"1112",NA,NA,7.4
"1113",NA,NA,7.4
"1114",NA,NA,7.4
"1115",NA,NA,7.4
"1116",NA,NA,7.4
"1117",NA,NA,7.4
"1118",NA,NA,7.4
"1119",NA,NA,7.4
"1120",NA,NA,7.4
"1121",NA,NA,7.4
"1122",NA,NA,7.4
"1123",NA,NA,7.4
"1124",NA,NA,7.4
"1125",NA,NA,7.4
"1126",NA,NA,7.4
"1127",NA,NA,7.4
"1128",NA,NA,7.4
"1129",NA,NA,7.4
"1130",NA,NA,7.4
"1131",NA,NA,7.4
"1132",NA,NA,7.4
"1133",NA,NA,7.4
"1134",NA,NA,7.4
"1135",NA,NA,7.4
"1136",NA,NA,7.4
"1137",NA,NA,7.4
"1138",NA,NA,7.4
"1139",NA,NA,7.4
"1140",NA,NA,7.4
"1141",NA,NA,7.4
"1142",NA,NA,7.4
"1143",NA,NA,7.4
"1144",NA,NA,7.4
"1145",NA,NA,7.4
"1146",NA,NA,7.4
"1147",NA,NA,7.4
"1148",NA,NA,7.4
"1149",NA,NA,7.4
"1150",NA,NA,7.4
"1151",NA,NA,7.4
"1152",NA,NA,7.4
"1153",NA,NA,7.4
"1154",NA,NA,7.4
"1155",NA,NA,7.4
"1156",NA,NA,7.4
"1157",NA,NA,7.4
"1158",NA,NA,7.4
"1159",NA,NA,7.4
"1160",NA,NA,7.4
"1161",NA,NA,7.4
"1162",NA,NA,7.4
"1163",NA,NA,7.4
"1164",NA,NA,7.4
"1165",NA,NA,7.4
"1166",NA,NA,7.4
"1167",NA,NA,7.4
"1168",NA,NA,7.4
"1169",NA,NA,7.4
"1170",NA,NA,7.4
"1171",NA,NA,7.4
"1172",NA,NA,7.4
"1173",NA,NA,7.4
"1174",NA,NA,7.4
"1175","356",355.486757926356,7
"1176","356",355.532955256663,7
"1177","357",359.240291013849,7
"1178","357",362.936077438458,7
"1179","357",368.468207742795,7
"1180","358",386.924041200686,7
"1181","361",423.835708116468,7
"1182","361",429.367838420804,7
"1183","362",434.899968725141,7
"1184","363",458.887932487368,7
"1185","364",469.952193096041,7
"1186","364",479.180109824987,7
"1187","365",483.794068189459,7
"1188","365",488.408026553932,7
"1189","365",492.103812978541,7
"1190","365",497.635943282878,7
"1191","366",505.004417466942,7
"1192","366",513.302612923447,7
"1193","367",525.29659480456,7
"1194","367",529.910553169033,7
"1195","368",532.688167653778,7
"1196","368",540.056641837842,7
"1197","368",544.670600202315,7
"1198","369",552.062173051533,7
"1199","369",557.594303355869,7
"1200","369",564.04460560007,7
"1201","370",569.576735904406,7
"1202","370",573.272522329015,7
"1203","370",580.640996513079,7
"1204","371",585.254954877552,7
"1205","371",595.401043546361,7
"1206","372",601.862895123139,7
"1207","372",613.856877004252,7
"1208","373",617.552663428861,7
"1209","373",621.24844985347,7
"1210","373",624.944236278079,7
"1211","374",630.476366582416,7
"1212","374",637.84484076648,7
"1213","374",641.540627191089,7
"1214","375",647.072757495425,7
"1215","376",659.99646064898,7
"1216","376",665.528590953316,7
"1217","376",671.060721257653,7
"1218","377",683.984424411207,7
"1219","377",688.59838277568,7
"1220","378",691.375997260425,7
"1221","378",700.60391398937,7
"1222","379",706.136044293707,7
"1223","379",709.831830718316,7
"1224","379",733.704301154774,7
"1225","379",715.363961022652,7
"1226","379",742.93221788372,7
"1227","380",723.685255144311,7
"1228","380",746.651102973483,7
"1229","380",730.147106721088,7
"1230","380",750.346889398092,7
"1231","381",733.842893145697,7
"1232","381",755.902118367582,7
"1233","381",738.468400842747,7
"1234","381",759.597904792191,7
"1235","382",743.093908539796,7
"1236","382",763.2936912168,7
"1237","382",749.578858781728,7
"1238","383",755.122538418641,7
"1239","383",779.02965685283,7
"1240","384",768.080889569926,7
"1241","384",786.444328367202,7
"1242","385",774.565839811857,7
"1243","385",799.39113018591,7
"1244","385",780.121068781347,7
"1245","386",804.9463591554,7
"1246","386",810.490038792314,7
"1247","387",813.267653277059,7
"1248","387",793.997591872496,7
"1249","387",798.623099569546,7
"1250","388",802.318885994155,7
"1251","388",824.355012550886,7
"1252","388",809.710458843373,7
"1253","388",813.406245267982,7
"1254","389",818.031752965031,7
"1255","389",838.231535642035,7
"1256","389",822.657260662081,7
"1257","389",842.857043339084,7
"1258","390",846.552829763693,7
"1259","390",850.248616188302,7
"1260","390",831.90827605618,7
"1261","391",835.604062480789,7
"1262","391",853.967501278065,7
"1263","391",839.299848905398,7
"1264","391",844.855077874889,7
"1265","392",862.311894064877,7
"1266","392",852.26974938926,7
"1267","393",868.819942971962,7
"1268","393",859.684420903632,7
"1269","394",870.783329510036,7
"1270","395",870.829526840343,7
"1271","396",870.875724170651,7
"1272","396",870.910372168382,7
"1273","397",859.961604885478,7
"1274","397",869.177972281846,7
"1275","398",852.708624027183,7
"1276","398",867.399375065003,7
"1277","399",845.432544503734,7
"1278","399",860.146394206708,7
"1279","400",838.156464980285,7
"1280","400",854.683559897833,7
"1281","400",851.057069468686,7
"1282","401",831.787008064123,7
"1283","401",826.312624422671,7
"1284","401",844.687612552523,7
"1285","401",823.581207268233,7
"1286","402",818.095274294204,7
"1287","402",840.131400850935,7
"1288","402",836.481811756634,7
"1289","402",809.889473498315,7
"1290","402",831.925600055046,7
"1291","403",805.333261796727,7
"1292","403",826.451216413594,7
"1293","403",799.847328822698,7
"1294","403",820.070210164855,7
"1295","404",794.384494513823,7
"1296","404",816.420621070553,7
"1297","404",788.898561539794,7
"1298","404",811.852860036388,7
"1299","404",807.285099002223,7
"1300","405",802.728887300635,7
"1301","405",779.786138136617,7
"1302","405",796.336331719319,7
"1303","405",792.686742625018,7
"1304","406",763.32833921453,7
"1305","406",789.037153530717,7
"1306","406",759.678750120229,7
"1307","406",779.901631462386,7
"1308","406",753.286194538913,7
"1309","407",746.893638957598,7
"1310","407",743.244049863296,7
"1311","407",735.92177300954,7
"1312","408",730.458938700665,7
"1313","409",718.591999477897,7
"1314","409",714.024238443732,7
"1315","409",708.538305469703,7
"1316","410",699.402783401373,7
"1317","411",684.804427024167,7
"1318","411",681.154837929866,7
"1319","412",677.505248835564,7
"1320","412",673.855659741263,7
"1321","412",671.124242586826,7
"1322","413",666.55648155266,7
"1323","413",661.070548578632,7
"1324","414",651.039953235591,7
"1325","414",644.635848321699,7
"1326","414",640.986259227397,7
"1327","415",628.201148064766,7
"1328","416",613.579693022406,7
"1329","417",603.688789606725,7
"1330","418",585.053788724943,7
"1331","418",592.063958615014,7
"1332","418",596.737405208395,7
"1333","419",573.458350479102,7
"1334","420",552.486626300629,7
"1335","420",561.83351948739,7
"1336","421",543.198518605608,7
"1337","421",526.870848274646,7
"1338","421",536.217741461407,7
"1339","421",517.553347833755,7
"1340","422",508.235847392863,7
"1341","423",501.313855740403,7
"1342","423",489.659632002822,7
"1343","423",494.333078596202,7
"1344","424",473.36135441773,7
"1345","424",482.708247604491,7
"1346","425",468.74669331609,7
"1347","425",459.458585621069,7
"1348","426",436.150138145906,7
"1349","426",438.486861442596,7
"1350","426",440.823584739286,7
"1351","426",443.160308035977,7
"1352","427",431.535477044265,7
"1353","427",422.217976603374,7
"1354","427",424.554699900065,7
"1355","428",419.910646052554,7
"1356","428",412.929868908353,7
"1357","428",417.603315501734,7
"1358","428",405.949091764153,7
"1359","429",408.007347819822,7
"1360","429",396.660984069132,7
"1361","429",398.997707365822,7
"1362","429",401.334430662512,7
"1363","430",394.304064717327,7
"1364","430",388.818131743298,7
"1365","430",385.168542648996,7
"1366","431",381.518953554695,7
"1367","431",377.869364460394,7
"1368","431",371.465259546501,7
"1369","431",346.697715835333,7
"1370","431",368.733842392063,7
"1371","432",365.084253297762,7
"1372","432",341.234881526457,7
"1373","432",361.434664203461,7
"1374","432",336.678669824869,7
"1375","432",356.878452501873,7
"1376","433",333.958802003009,7
"1377","433",352.322240800284,7
"1378","433",328.495967694134,7
"1379","433",345.023062611682,7
"1380","434",323.962854657699,7
"1381","434",339.58332696796,7
"1382","435",335.933737873659,7
"1383","435",321.266085500992,7
"1384","437",317.720440399883,7
"1385","437",326.913709131098,7
"1386","437",317.766637730191,7
"1387","438",325.146661246832,7
"1388","438",317.812835060498,7
"1389","438",317.859032390806,7
"1390","438",325.215957242293,7
"1391","439",327.121597117482,7
"1392","439",317.951427051421,7
"1393","440",319.845517594033,7
"1394","441",331.816400809993,7
"1395","441",334.605564627315,7
"1396","442",336.48810583735,7
"1397","443",344.855597289316,7
"1398","444",333.883731341259,7
"1399","444",338.532337703462,7
"1400","445",355.989153893451,7
"1401","445",358.778317710773,7
"1402","445",361.555932195518,7
"1403","446",347.806451762715,7
"1404","446",365.263267952704,7
"1405","446",351.525336852478,7
"1406","447",369.911874314908,7
"1407","447",357.080565821968,7
"1408","447",373.607660739516,7
"1409","448",378.25626710172,7
"1410","448",382.88177479877,7
"1411","449",388.460102433414,7
"1412","450",392.178987523176,7
"1413","450",380.277400302678,7
"1414","451",403.289445462157,7
"1415","451",389.551514361931,7
"1416","451",408.844674431647,7
"1417","452",392.340678179253,7
"1418","452",396.036464603862,7
"1419","453",401.591693573352,7
"1420","453",409.006365087724,7
"1421","453",427.369803885,7
"1422","454",414.561594057215,7
"1423","454",436.620819279099,7
"1424","454",419.187101754264,7
"1425","455",441.246326976149,7
"1426","455",424.742330723754,7
"1427","455",445.871834673198,7
"1428","456",429.367838420804,7
"1429","456",449.567621097807,7
"1430","456",433.993346117854,7
"1431","456",454.193128794857,7
"1432","457",440.478296359785,7
"1433","457",460.678079036788,7
"1434","457",467.139930613565,7
"1435","457",448.799590481443,7
"1436","458",471.765438310615,7
"1437","458",455.261442058221,7
"1438","459",460.816671027711,7
"1439","459",481.016453704714,7
"1440","459",464.51245745232,7
"1441","459",484.712240129323,7
"1442","459",489.326198493796,7
"1443","459",469.13796514937,7
"1444","459",493.940156858269,7
"1445","460",473.763472846419,7
"1446","460",497.635943282878,7
"1447","460",501.331729707487,7
"1448","460",505.027516132096,7
"1449","460",483.921110847805,7
"1450","461",508.723302556704,7
"1451","461",494.078748849192,7
"1452","461",516.114875405922,7
"1453","462",521.647005710259,7
"1454","462",500.540600425969,7
"1455","462",508.861894547627,7
"1456","462",532.734364984086,7
"1457","463",537.348323348558,7
"1458","463",516.253467396845,7
"1459","463",540.125937833304,7
"1460","463",521.785597701182,7
"1461","464",549.353854562249,7
"1462","464",528.247449277959,7
"1463","464",553.979362259299,7
"1464","464",532.872956975008,7
"1465","465",538.405087279345,7
"1466","465",560.441213836076,7
"1467","465",542.100873703954,7
"1468","465",564.137000260685,7
"1469","465",545.796660128563,7
"1470","466",553.188232977781,7
"1471","466",575.224359534512,7
"1472","466",556.88401940239,7
"1473","466",578.920145959121,7
"1474","467",585.393546868475,7
"1475","467",567.971378676217,7
"1476","467",590.937226505388,7
"1477","467",574.433230252994,7
"1478","468",581.824803102212,7
"1479","468",601.117963171928,7
"1480","469",585.543688191975,7
"1481","469",604.859946926845,7
"1482","469",591.098917161465,7
"1483","470",606.74248813688,7
"1484","470",595.747523523668,7
"1485","471",599.501056611162,7
"1486","471",601.37204848862,7
"1487","472",601.441344484082,7
"1488","473",598.744575327375,7
"1489","473",608.844466665876,7
"1490","474",595.118084898227,7
"1491","475",603.46247768504,7
"1492","475",586.051858825358,7
"1493","475",601.67233113562,7
"1494","476",598.022742041318,7
"1495","476",572.383223720594,7
"1496","477",592.583006397597,7
"1497","477",585.283828208994,7
"1498","478",562.36417771013,7
"1499","478",581.657337779847,7
"1500","478",575.264782198531,7
"1501","478",554.158376914241,7
"1502","479",550.508787819939,7
"1503","479",569.801947889656,7
"1504","479",565.245736188068,7
"1505","480",537.746775322462,7
"1506","480",559.782901879192,7
"1507","480",534.09718622816,7
"1508","480",556.133312784891,7
"1509","480",549.740757203575,7
"1510","481",526.798008039558,7
"1511","481",547.020889381715,7
"1512","481",521.335173730682,7
"1513","481",537.885367313384,7
"1514","482",514.942618149367,7
"1515","482",532.422533004509,7
"1516","482",506.736817353477,7
"1517","483",499.437639164874,7
"1518","483",521.473765721605,7
"1519","483",493.974804855999,7
"1520","484",514.174587533003,7
"1521","484",487.582249274683,7
"1522","484",506.8754093444,7
"1523","484",483.026037573095,7
"1524","484",503.225820250099,7
"1525","485",479.376448478794,7
"1526","485",498.66960854851,7
"1527","485",494.113396846922,7
"1528","486",470.264025075617,7
"1529","486",466.614435981316,7
"1530","486",486.814218658319,7
"1531","486",462.058224279728,7
"1532","486",481.351384349444,7
"1533","487",457.50201257814,7
"1534","487",477.701795255143,7
"1535","487",453.852423483838,7
"1536","487",450.202834389537,7
"1537","487",472.238960946268,7
"1538","488",446.553245295236,7
"1539","488",468.589371851967,7
"1540","488",442.903656200934,7
"1541","488",464.939782757665,7
"1542","488",439.254067106633,7
"1543","488",460.383571056077,7
"1544","488",435.604478012332,7
"1545","489",453.991015474761,7
"1546","489",450.34142638046,7
"1547","489",424.655710729428,7
"1548","489",446.691837286159,7
"1549","490",421.006121635126,7
"1550","490",443.042248191857,7
"1551","490",417.356532540825,7
"1552","490",439.392659097556,7
"1553","490",411.870599566796,7
"1554","490",435.743070003254,7
"1555","491",432.093480908953,7
"1556","491",423.876130780487,7
"1557","491",397.272243189591,7
"1558","491",421.144713626049,7
"1559","492",393.622654095289,7
"1560","492",414.752158044733,7
"1561","492",388.159819786414,7
"1562","492",410.195946343145,7
"1563","493",382.673886812385,7
"1564","493",406.546357248844,7
"1565","493",379.024297718084,7
"1566","493",402.896768154542,7
"1567","493",375.374708623783,7
"1568","493",397.410835180513,7
"1569","493",371.725119529481,7
"1570","494",368.07553043518,7
"1571","494",364.425941340879,7
"1572","494",360.776352246577,7
"1573","495",368.214122426103,7
"1574","496",362.728189452074,7
"1575",NA,NA,7
"1576",NA,NA,7
"1577",NA,NA,7
"1578",NA,NA,7
"1579",NA,NA,7
"1580",NA,NA,7
"1581",NA,NA,7
"1582",NA,NA,7
"1583",NA,NA,7
"1584",NA,NA,7
"1585",NA,NA,7
"1586",NA,NA,7
"1587",NA,NA,7
"1588",NA,NA,7
"1589",NA,NA,7
"1590",NA,NA,7
"1591",NA,NA,7
"1592",NA,NA,7
"1593",NA,NA,7
"1594",NA,NA,7
"1595",NA,NA,7
"1596",NA,NA,7
"1597",NA,NA,7
"1598",NA,NA,7
"1599",NA,NA,7
"1600",NA,NA,7
"1601",NA,NA,7
"1602",NA,NA,7
"1603",NA,NA,7
"1604",NA,NA,7
"1605",NA,NA,7
"1606",NA,NA,7
"1607",NA,NA,7
"1608",NA,NA,7
"1609",NA,NA,7
"1610",NA,NA,7
"1611",NA,NA,7
"1612",NA,NA,7
"1613",NA,NA,7
"1614",NA,NA,7
"1615",NA,NA,7
"1616",NA,NA,7
"1617",NA,NA,7
"1618",NA,NA,7
"1619",NA,NA,7
"1620",NA,NA,7
"1621",NA,NA,7
"1622",NA,NA,7
"1623",NA,NA,7
"1624",NA,NA,7
"1625",NA,NA,7
"1626",NA,NA,7
"1627",NA,NA,7
"1628",NA,NA,7
"1629",NA,NA,7
"1630",NA,NA,7
"1631",NA,NA,7
"1632",NA,NA,7
"1633",NA,NA,7
"1634",NA,NA,7
"1635",NA,NA,7
"1636",NA,NA,7
"1637",NA,NA,7
"1638",NA,NA,7
"1639",NA,NA,7
"1640",NA,NA,7
"1641",NA,NA,7
"1642",NA,NA,7
"1643",NA,NA,7
"1644",NA,NA,7
"1645",NA,NA,7
"1646",NA,NA,7
"1647",NA,NA,7
"1648",NA,NA,7
"1649",NA,NA,7
"1650",NA,NA,7
"1651",NA,NA,7
"1652",NA,NA,7
"1653",NA,NA,7
"1654",NA,NA,7
"1655",NA,NA,7
"1656",NA,NA,7
"1657",NA,NA,7
"1658",NA,NA,7
"1659",NA,NA,7
"1660",NA,NA,7
"1661",NA,NA,7
"1662",NA,NA,7
"1663",NA,NA,7
"1664",NA,NA,7
"1665",NA,NA,7
"1666",NA,NA,7
"1667",NA,NA,7
"1668",NA,NA,7
"1669",NA,NA,7
"1670",NA,NA,7
"1671",NA,NA,7
"1672",NA,NA,7
"1673",NA,NA,7
"1674",NA,NA,7
"1675",NA,NA,7
"1676",NA,NA,7
"1677",NA,NA,7
"1678",NA,NA,7
"1679",NA,NA,7
"1680",NA,NA,7
"1681",NA,NA,7
"1682",NA,NA,7
"1683",NA,NA,7
"1684",NA,NA,7
"1685",NA,NA,7
"1686",NA,NA,7
"1687",NA,NA,7
"1688",NA,NA,7
"1689",NA,NA,7
"1690",NA,NA,7
"1691",NA,NA,7
"1692",NA,NA,7
"1693",NA,NA,7
"1694",NA,NA,7
"1695",NA,NA,7
"1696",NA,NA,7
"1697",NA,NA,7
"1698",NA,NA,7
"1699",NA,NA,7
"1700",NA,NA,7
"1701",NA,NA,7
"1702",NA,NA,7
"1703",NA,NA,7
"1704",NA,NA,7
"1705",NA,NA,7
"1706",NA,NA,7
"1707",NA,NA,7
"1708",NA,NA,7
"1709",NA,NA,7
"1710",NA,NA,7
"1711",NA,NA,7
"1712",NA,NA,7
"1713",NA,NA,7
"1714",NA,NA,7
"1715",NA,NA,7
"1716",NA,NA,7
"1717",NA,NA,7
"1718",NA,NA,7
"1719",NA,NA,7
"1720",NA,NA,7
"1721",NA,NA,7
"1722",NA,NA,7
"1723",NA,NA,7
"1724",NA,NA,7
"1725",NA,NA,7
"1726",NA,NA,7
"1727",NA,NA,7
"1728",NA,NA,7
"1729",NA,NA,7
"1730",NA,NA,7
"1731",NA,NA,7
"1732",NA,NA,7
"1733",NA,NA,7
"1734",NA,NA,7
"1735",NA,NA,7
"1736",NA,NA,7
"1737",NA,NA,7
"1738",NA,NA,7
"1739",NA,NA,7
"1740",NA,NA,7
"1741",NA,NA,7
"1742",NA,NA,7
"1743",NA,NA,7
"1744",NA,NA,7
"1745",NA,NA,7
"1746",NA,NA,7
"1747",NA,NA,7
"1748",NA,NA,7
"1749",NA,NA,7
"1750",NA,NA,7
"1751",NA,NA,7
"1752",NA,NA,7
"1753",NA,NA,7
"1754",NA,NA,7
"1755",NA,NA,7
"1756",NA,NA,7
"1757",NA,NA,7
"1758",NA,NA,7
"1759",NA,NA,7
"1760",NA,NA,7
"1761",NA,NA,7
"1762",NA,NA,7
"1763",NA,NA,7
"1764",NA,NA,7
"1765",NA,NA,7
"1766",NA,NA,7
"1767",NA,NA,7
"1768",NA,NA,7
"1769",NA,NA,7
"1770",NA,NA,7
"1771",NA,NA,7
"1772",NA,NA,7
"1773",NA,NA,7
"1774",NA,NA,7
"1775",NA,NA,7
"1776",NA,NA,7
"1777",NA,NA,7
"1778",NA,NA,7
"1779",NA,NA,7
"1780",NA,NA,7
"1781",NA,NA,7
"1782",NA,NA,7
"1783",NA,NA,7
"1784",NA,NA,7
"1785",NA,NA,7
"1786",NA,NA,7
"1787",NA,NA,7
"1788",NA,NA,7
"1789",NA,NA,7
"1790",NA,NA,7
"1791",NA,NA,7
"1792",NA,NA,7
"1793",NA,NA,7
"1794",NA,NA,7
"1795",NA,NA,7
"1796",NA,NA,7
"1797",NA,NA,7
"1798",NA,NA,7
"1799",NA,NA,7
"1800",NA,NA,7
"1801",NA,NA,7
"1802",NA,NA,7
"1803",NA,NA,7
"1804",NA,NA,7
"1805",NA,NA,7
"1806",NA,NA,7
"1807",NA,NA,7
"1808",NA,NA,7
"1809",NA,NA,7
"1810",NA,NA,7
"1811",NA,NA,7
"1812",NA,NA,7
"1813",NA,NA,7
"1814",NA,NA,7
"1815",NA,NA,7
"1816",NA,NA,7
"1817",NA,NA,7
"1818",NA,NA,7
"1819",NA,NA,7
"1820",NA,NA,7
"1821",NA,NA,7
"1822",NA,NA,7
"1823",NA,NA,7
"1824",NA,NA,7
"1825",NA,NA,7
"1826",NA,NA,7
"1827",NA,NA,7
"1828",NA,NA,7
"1829",NA,NA,7
"1830",NA,NA,7
"1831",NA,NA,7
"1832",NA,NA,7
"1833",NA,NA,7
"1834",NA,NA,7
"1835",NA,NA,7
"1836",NA,NA,7
"1837",NA,NA,7
"1838",NA,NA,7
"1839",NA,NA,7
"1840",NA,NA,7
"1841",NA,NA,7
"1842",NA,NA,7
"1843",NA,NA,7
"1844",NA,NA,7
"1845",NA,NA,7
"1846",NA,NA,7
"1847",NA,NA,7
"1848",NA,NA,7
"1849",NA,NA,7
"1850",NA,NA,7
"1851",NA,NA,7
"1852",NA,NA,7
"1853",NA,NA,7
"1854",NA,NA,7
"1855",NA,NA,7
"1856",NA,NA,7
"1857",NA,NA,7
"1858",NA,NA,7
"1859",NA,NA,7
"1860",NA,NA,7
"1861",NA,NA,7
"1862",NA,NA,7
"1863",NA,NA,7
"1864",NA,NA,7
"1865",NA,NA,7
"1866",NA,NA,7
"1867",NA,NA,7
"1868",NA,NA,7
"1869",NA,NA,7
"1870",NA,NA,7
"1871",NA,NA,7
"1872",NA,NA,7
"1873",NA,NA,7
"1874",NA,NA,7
"1875",NA,NA,7
"1876",NA,NA,7
"1877",NA,NA,7
"1878",NA,NA,7
"1879",NA,NA,7
"1880",NA,NA,7
"1881",NA,NA,7
"1882",NA,NA,7
"1883",NA,NA,7
"1884",NA,NA,7
"1885",NA,NA,7
"1886",NA,NA,7
"1887",NA,NA,7
"1888",NA,NA,7
"1889",NA,NA,7
"1890",NA,NA,7
"1891",NA,NA,7
"1892",NA,NA,7
"1893",NA,NA,7
"1894",NA,NA,7
"1895",NA,NA,7
"1896",NA,NA,7
"1897",NA,NA,7
"1898",NA,NA,7
"1899",NA,NA,7
"1900",NA,NA,7
"1901",NA,NA,7
"1902",NA,NA,7
"1903",NA,NA,7
"1904",NA,NA,7
"1905",NA,NA,7
"1906",NA,NA,7
"1907",NA,NA,7
"1908",NA,NA,7
"1909",NA,NA,7
"1910",NA,NA,7
"1911",NA,NA,7
"1912",NA,NA,7
"1913",NA,NA,7
"1914",NA,NA,7
"1915",NA,NA,7
"1916",NA,NA,7
"1917",NA,NA,7
"1918",NA,NA,7
"1919",NA,NA,7
"1920",NA,NA,7
"1921",NA,NA,7
"1922",NA,NA,7
"1923",NA,NA,7
"1924",NA,NA,7
"1925",NA,NA,7
"1926",NA,NA,7
"1927",NA,NA,7
"1928",NA,NA,7
"1929",NA,NA,7
"1930",NA,NA,7
"1931",NA,NA,7
"1932",NA,NA,7
"1933",NA,NA,7
"1934",NA,NA,7
"1935",NA,NA,7
"1936",NA,NA,7
"1937",NA,NA,7
"1938",NA,NA,7
"1939",NA,NA,7
"1940",NA,NA,7
"1941",NA,NA,7
"1942",NA,NA,7
"1943",NA,NA,7
"1944",NA,NA,7
"1945",NA,NA,7
"1946",NA,NA,7
"1947",NA,NA,7
"1948",NA,NA,7
"1949",NA,NA,7
"1950",NA,NA,7
"1951",NA,NA,7
"1952",NA,NA,7
"1953",NA,NA,7
"1954",NA,NA,7
"1955",NA,NA,7
"1956",NA,NA,7
"1957",NA,NA,7
"1958",NA,NA,7
"1959",NA,NA,7
"1960",NA,NA,7
"1961",NA,NA,7
"1962",NA,NA,7
"1963",NA,NA,7
"1964",NA,NA,7
"1965",NA,NA,7
"1966",NA,NA,7
"1967",NA,NA,7
"1968",NA,NA,7
"1969",NA,NA,7
